listing_id,district,latitude,longitude,area_m2,bedrooms,bathrooms,floor,has_parking,has_elevator,is_furnished,building_age_years,dist_to_station_km,posted_date,price_pen
LIM-00065,Jesús María,-12.060848231631619,-77.04755548983398,86.4,3,2,4,False,False,True,10,1.552,2026-03-08,4000.0
LIM-00066,San Borja,-12.110640598214452,-77.0135151122809,68.1,2,2,2,True,False,False,20,0.334,2026-03-06,5300.0
LIM-00067,Jesús María,-12.073890338658776,-77.05495823772044,59.4,2,2,7,False,True,False,10,3.142,2026-06-24,2400.0
LIM-00068,Surco (Santiago de Surco),-12.14175338885618,-76.98273925112201,154.2,4,3,7,False,False,False,9,3.583,2026-04-29,8850.0
LIM-00069,San Isidro,-12.097284558486427,-77.03922249457584,67.5,3,2,7,True,True,False,15,3.106,2026-06-29,6150.0
LIM-00070,Magdalena del Mar,-12.086953224326415,-77.08315782497661,85.1,2,1,4,False,False,False,6,6.39,2026-07-31,5350.0
LIM-00071,Barranco,-12.154336010787244,-77.02893806469353,107.9,3,2,6,False,False,True,11,1.396,2026-08-10,9050.0
LIM-00072,La Molina,-12.080579056449585,-76.9374930309332,130.8,4,3,7,False,False,True,8,7.497,2026-04-27,6550.0
LIM-00073,Chorrillos,-12.184452963532548,-76.99709237963832,64.3,2,1,9,True,True,False,4,2.331,2026-07-02,2100.0
LIM-00074,Barranco,-12.140291393213733,-77.04709060044763,50.6,1,1,8,False,True,False,16,3.418,2026-03-23,2750.0
LIM-00075,San Isidro,-12.104158869927744,-77.00309178663187,154.6,5,3,8,False,False,True,5,1.023,2026-06-07,15500.0
LIM-00076,Surco (Santiago de Surco),-12.124779841521251,-76.99255504525229,68.1,1,1,4,True,False,False,3,2.421,2026-05-21,2850.0
LIM-00077,Surco (Santiago de Surco),-12.134268281490796,-76.98803731037641,79.6,2,1,2,False,False,False,2,3.008,2026-05-22,4050.0
LIM-00078,Lince,-12.066848555199307,-77.03853514096576,76.6,3,2,3,False,True,False,17,1.627,2026-03-23,3450.0
LIM-00079,San Borja,-12.12214881271505,-76.99864218149828,83.9,2,1,6,False,False,False,5,1.721,2026-04-28,4500.0
LIM-00080,San Miguel,-12.095114121279742,-77.09048984385443,93.7,2,2,4,False,True,False,6,7.577,2026-03-11,4600.0
LIM-00081,Lince,-12.092494606951707,-77.04588915190804,42.5,1,1,7,False,True,False,23,3.844,2026-05-23,1850.0
LIM-00082,La Molina,-12.103415331376413,-76.95486817725909,102.8,3,2,7,True,True,False,2,5.775,2026-05-21,7550.0
LIM-00083,Surquillo,-12.131292818733138,-77.0032851895093,80.7,3,2,3,False,False,True,9,1.38,2026-06-18,5100.0
LIM-00084,Miraflores,-12.113641390874482,-77.0480281621443,93.3,3,2,10,True,False,True,6,3.748,2026-05-03,7400.0
LIM-00085,San Isidro,-12.097250145520952,-77.03140753076023,70.8,2,1,7,True,False,False,21,2.257,2026-02-21,5800.0
LIM-00086,Miraflores,-12.126856171720451,-77.03384620291243,54.1,2,1,9,True,True,False,8,2.075,2026-03-30,3900.0
LIM-00087,Pueblo Libre,-12.078243551167667,-77.07462848579371,80.3,2,1,3,False,False,False,6,5.071,2026-02-17,3550.0
LIM-00088,Magdalena del Mar,-12.102666851971916,-77.05203681777637,51.3,2,1,7,False,False,False,10,4.481,2026-08-10,2150.0
LIM-00089,Miraflores,-12.101295569986172,-77.04085403073513,113.1,4,3,7,True,False,True,12,3.335,2026-05-26,9700.0
LIM-00090,San Borja,-12.117126068491716,-77.01216122399681,94.6,3,2,14,True,True,False,3,0.189,2026-03-17,
LIM-00091,Miraflores,-12.136965606777,-77.03164367244224,60.0,2,2,7,False,False,False,6,1.766,2026-04-11,4750.0
LIM-00092,Pueblo Libre,-12.064047392590165,-77.07232270360923,53.5,1,1,3,True,False,False,22,4.136,2026-07-23,2650.0
LIM-00093,Magdalena del Mar,-12.098089067480174,-77.07562343211606,63.7,2,2,4,False,False,False,9,6.647,2026-04-26,2550.0
LIM-00094,La Molina,-12.062334715734185,-76.94333520844019,66.7,2,1,4,False,False,False,24,7.421,2026-04-09,2250.0
LIM-00095,Surco (Santiago de Surco),-12.141314467665529,-76.99218410321238,111.3,3,2,2,True,False,False,32,2.557,2026-08-04,5650.0
LIM-00096,Jesús María,-12.06344818984292,-77.05048669016693,61.9,2,1,13,False,True,True,25,1.981,2026-06-19,3500.0
LIM-00097,Surco (Santiago de Surco),-12.122013632032807,-77.00342594043711,108.0,3,3,9,True,True,False,26,1.226,2026-02-15,8550.0
LIM-00098,San Isidro,-12.103456029986425,-77.02897916348785,101.0,2,2,11,False,False,False,12,2.115,2026-02-20,7750.0
LIM-00099,Miraflores,-12.130015049214908,-77.03074031319805,102.2,4,3,8,False,False,True,5,1.691,2026-03-23,
LIM-00100,Ate,-12.03750360162883,-76.92194740774465,99.7,3,2,2,True,False,False,23,9.344,2026-02-15,2650.0
LIM-00101,San Martín de Porres,-11.992001296985034,-77.06284007561084,129.0,4,2,1,False,False,False,28,0.728,2026-06-24,2650.0
LIM-00102,Pueblo Libre,-12.090527321208532,-77.0645557435247,116.9,3,2,5,True,False,False,16,5.242,2026-07-13,
LIM-00103,Surco (Santiago de Surco),-12.148541227635656,-76.98189616078204,103.2,2,2,7,True,False,False,8,3.746,2026-03-10,6450.0
LIM-00104,Ate,-12.076837160059377,-76.90127793863468,101.9,3,2,3,False,False,False,8,11.456,2026-04-27,2100.0
LIM-00105,San Miguel,-12.070255357752256,-77.07734792597489,65.3,2,2,15,False,True,True,27,4.895,2026-03-02,2350.0
LIM-00106,Pueblo Libre,-12.076741926317629,-77.05480610630268,54.7,2,2,2,False,False,True,4,3.379,2026-08-07,2100.0
LIM-00107,Magdalena del Mar,-12.097445805051702,-77.0757076019625,117.6,3,2,6,False,True,True,1,6.599,2026-06-16,6150.0
LIM-00108,Surco (Santiago de Surco),-12.155297329172422,-76.99576850028782,115.3,2,1,2,False,False,False,17,2.299,2026-02-20,4850.0
LIM-00109,Miraflores,-12.134277228237073,-77.0323294414218,93.4,3,2,8,True,True,True,11,1.808,2026-02-27,8250.0
LIM-00110,San Martín de Porres,-12.004635506950812,-77.10660274804016,74.5,2,1,3,False,False,False,22,5.216,2026-02-17,1600.0
LIM-00111,Magdalena del Mar,-12.103567907201773,-77.06707431833102,131.2,4,2,3,False,False,False,13,6.001,2026-08-06,6550.0
LIM-00112,Miraflores,-12.119685967093789,-77.02646641320338,69.7,2,1,6,False,False,False,17,1.395,2026-05-21,4450.0
LIM-00113,Surco (Santiago de Surco),-12.127998382480419,-76.98509370880551,73.5,2,2,6,False,True,False,22,3.24,2026-04-20,3150.0
LIM-00114,Jesús María,-12.046364649168579,-77.05040401861767,66.6,2,1,5,False,False,True,20,1.684,2026-06-12,2600.0
LIM-00115,Miraflores,-12.121340204360372,-77.02142209805655,124.0,4,3,7,False,True,False,14,0.868,2026-03-10,9250.0
LIM-00116,Chorrillos,-12.161315168042837,-77.03463008475434,57.5,2,1,9,False,True,False,34,1.918,2026-04-19,2250.0
LIM-00117,San Miguel,-12.087359673323759,-77.10683118731113,61.3,2,2,9,False,False,False,29,8.608,2026-07-27,2200.0
LIM-00118,Pueblo Libre,-12.093699355779705,-77.09281453919667,189.6,5,3,3,True,False,False,25,7.68,2026-03-24,10100.0
LIM-00119,Magdalena del Mar,-12.099727619760522,-77.07731219034997,105.4,3,2,3,True,False,False,10,6.905,2026-04-08,3950.0
LIM-00120,Jesús María,-12.092772660614491,-77.05827030705335,63.3,2,1,4,False,False,False,9,5.09,2026-02-24,2400.0
LIM-00121,Jesús María,-12.073423921993971,-77.05984058250205,56.6,2,2,7,False,False,False,4,3.475,2026-02-25,2100.0
LIM-00122,Lince,-12.094465449494104,-77.02928417146441,39.8,1,1,5,False,False,False,17,2.026,2026-05-27,1550.0
LIM-00123,San Isidro,-12.120651256641056,-77.04180608633037,87.7,3,2,10,False,False,True,11,2.989,2026-08-04,8250.0
LIM-00124,La Molina,-12.065967698249677,-76.96239709208164,138.9,4,3,11,False,True,False,35,5.379,2026-05-30,7850.0
LIM-00125,San Isidro,-12.103650740557265,-77.00616279872698,138.2,4,3,6,True,True,False,31,0.828,2026-05-21,12950.0
LIM-00126,San Borja,-12.12795143163533,-76.99904412744586,49.1,2,2,3,False,False,False,5,1.731,2026-05-11,3300.0
LIM-00127,Surco (Santiago de Surco),-12.124221938513912,-77.00799795663524,62.2,2,1,8,False,True,False,3,0.758,2026-04-28,3300.0
LIM-00128,Miraflores,-12.129843372350471,-77.03743802553119,72.2,1,1,6,True,False,False,6,2.406,2026-07-05,5050.0
LIM-00129,Miraflores,-12.108018007595712,-77.0314777156281,183.0,5,4,10,True,True,False,37,2.203,2026-03-07,12500.0
LIM-00130,Jesús María,-12.082400732016138,-77.0511029515471,106.2,3,2,7,True,False,False,45,3.709,2026-08-08,5750.0
LIM-00131,Miraflores,-12.127590772283154,-77.01377402872345,84.5,3,2,14,False,True,False,20,0.238,2026-04-07,7150.0
LIM-00132,San Martín de Porres,-11.994762019486275,-77.08155315949159,60.8,3,2,4,False,True,True,22,2.45,2026-03-07,1600.0
LIM-00133,Jesús María,-12.066481367431551,-77.02673750193759,40.6,2,1,6,False,False,True,4,0.899,2026-08-04,2200.0
LIM-00134,Surco (Santiago de Surco),-12.125778195151913,-77.00018907532815,96.2,3,2,6,True,False,False,13,1.588,2026-05-23,6000.0
LIM-00135,Jesús María,-12.074676893664753,-77.04388276751689,77.5,2,1,16,False,True,False,37,2.614,2026-06-18,2750.0
LIM-00136,San Isidro,-12.090856599341345,-77.02443623766806,78.0,2,1,20,False,True,False,7,1.591,2026-04-08,6150.0
LIM-00137,Callao,-12.047652456716918,-77.10375817234346,75.3,2,1,4,False,False,False,19,7.366,2026-03-25,1750.0
LIM-00138,Magdalena del Mar,-12.093093170337196,-77.05995753339086,61.4,3,2,5,False,False,True,22,5.21,2026-03-24,3550.0
LIM-00139,San Miguel,-12.079111897359173,-77.09606414089056,57.0,2,1,4,False,False,False,6,7.155,2026-06-12,2100.0
LIM-00140,San Isidro,-12.114543539378774,-77.0367658711233,132.6,4,3,12,True,False,False,18,2.521,2026-06-01,12450.0
LIM-00141,Magdalena del Mar,-12.088309910118639,-77.10545307079876,58.7,2,1,13,False,True,False,2,8.524,2026-02-12,2500.0
LIM-00142,San Borja,-12.107793915610307,-77.0009521204632,82.4,2,1,10,True,True,True,9,1.07,2026-06-02,5150.0
LIM-00143,Callao,-12.061563390228208,-77.10500494986483,83.9,2,1,9,False,True,False,10,7.551,2026-03-22,1900.0
LIM-00144,Jesús María,-12.0582668036369,-77.03823796224174,100.3,2,1,9,True,False,False,10,0.689,2026-02-15,5800.0
LIM-00145,Magdalena del Mar,-12.112634003594959,-77.07673784545212,59.4,2,1,3,True,False,False,10,6.866,2026-07-14,3100.0
LIM-00146,Surco (Santiago de Surco),-12.115271564215622,-76.97461032668484,129.9,4,3,18,False,True,False,28,3.962,2026-03-16,7300.0
LIM-00147,Surco (Santiago de Surco),-12.135267279343614,-76.99960806341214,78.9,3,2,7,True,True,False,8,1.756,2026-07-14,5000.0
LIM-00148,San Borja,-12.104489781857964,-77.00719367788824,85.5,2,2,16,True,True,True,45,0.688,2026-03-28,
LIM-00149,Magdalena del Mar,-12.100240529374362,-77.08131794082271,132.0,4,2,12,False,True,False,9,7.236,2026-06-02,6250.0
LIM-00150,San Isidro,-12.11720487495028,-77.05016958029803,62.3,2,2,5,False,False,False,4,3.954,2026-07-16,5800.0
LIM-00151,SURQUILLO,-12.11637531878159,-77.01003125961955,81.9,2,1,5,False,False,False,7,0.435,2026-03-26,3600.0
LIM-00152,Los Olivos,-11.964883061117286,-77.0680382182607,121.4,4,3,3,True,True,False,24,0.978,2026-06-29,3500.0
LIM-00153,Miraflores,-12.112985294643169,-77.02208024664351,82.8,2,2,6,False,False,True,13,1.042,2026-03-05,6200.0
LIM-00154,San Borja,-12.110676398381267,-77.00357245382317,86.7,3,2,9,True,False,False,15,0.772,2026-02-20,5650.0
LIM-00155,Miraflores,-12.147410478094454,-77.03009687575206,148.1,5,4,2,True,False,False,9,1.537,2026-03-01,12500.0
LIM-00156,Lince,-12.103599936134993,-77.05944102468091,67.7,2,1,9,False,True,False,3,5.204,2026-05-22,3450.0
LIM-00157,Surco (Santiago de Surco),-12.11037576451484,-76.99048529338427,101.4,3,2,3,True,True,True,1,2.188,2026-05-15,7450.0
LIM-00158,Lince,-12.098210431805265,-77.03211390253928,61.1,2,2,3,False,True,False,6,2.344,2026-08-03,2500.0
LIM-00159,Pueblo Libre,-12.05647540650113,-77.07630633193793,78.7,3,3,6,False,False,False,10,4.385,2026-04-26,2950.0
LIM-00160,San Miguel,-12.088609040849011,-77.09405589038504,106.2,2,1,8,True,False,False,9,7.469,2026-03-13,3500.0
LIM-00161,Miraflores,-12.123289470916735,-77.03249419162483,68.7,1,1,14,True,True,True,8,1.942,2026-06-18,6050.0
LIM-00162,San Martín de Porres,-11.991397500884801,-77.05942825677991,45.8,1,1,10,True,False,False,11,0.679,2026-08-04,1700.0
LIM-00163,Barranco,-12.15924233335897,-77.03413352361753,82.5,2,1,16,False,False,True,23,1.887,2026-07-10,4950.0
LIM-00164,San Isidro,-12.078093418370893,-77.0327228858536,60.2,2,1,12,False,True,False,8,2.079,2026-06-05,4750.0
LIM-00165,San Borja,-12.10739125970318,-77.01168922023214,114.1,3,2,10,True,False,False,18,0.283,2026-03-31,7750.0
LIM-00166,Surco (Santiago de Surco),-12.129469789844403,-77.00169448132885,95.0,3,2,10,True,True,False,11,1.485,2026-06-05,5500.0
LIM-00167,Surquillo,-12.117911284096229,-77.01417817255569,87.9,2,1,2,False,False,True,40,0.047,2026-03-26,2950.0
LIM-00168,Surquillo,-12.106795356555795,-77.02003635589035,48.0,2,1,5,False,False,False,16,1.076,2026-06-15,1600.0
LIM-00169,Surco (Santiago de Surco),-12.1160544871218,-76.99507189027457,80.0,3,2,12,True,False,False,4,1.83,2026-07-22,4450.0
LIM-00170,Callao,-12.058175431251478,-77.11410733470122,76.2,2,2,2,False,False,False,9,8.496,2026-03-26,2500.0
LIM-00171,Surco (Santiago de Surco),-12.11424344651101,-77.00092427485438,59.1,2,2,3,True,False,False,13,1.167,2026-04-26,3750.0
LIM-00172,San Borja,-12.115639149700549,-76.98799024158221,128.4,4,3,5,True,True,False,18,2.545,2026-07-15,7050.0
LIM-00173,Barranco,-12.14023084752778,-77.02506575691885,41.6,1,1,6,True,False,True,13,1.037,2026-04-14,3750.0
LIM-00174,Callao,-12.050730627965082,-77.11927066553864,120.8,5,4,4,False,False,False,4,8.816,2026-07-14,4650.0
LIM-00175,Miraflores,-12.13392298487219,-77.02506426470494,85.9,2,1,12,True,False,True,8,1.018,2026-04-16,8000.0
LIM-00176,San Isidro,-12.094634283544353,-77.03397599758601,79.8,2,1,15,True,False,False,13,2.534,2026-05-21,5800.0
LIM-00177,Magdalena del Mar,-12.095411608745795,-77.06796926490549,87.1,2,1,8,False,True,False,21,5.9,2026-05-15,3800.0
LIM-00178,Comas,-11.953238306115322,-77.05819642718218,105.2,3,2,8,False,False,False,36,2.159,2026-02-19,2650.0
LIM-00179,Los Olivos,-11.96460397078967,-77.06587163206133,77.4,2,2,3,False,False,False,19,0.894,2026-04-05,1850.0
LIM-00180,San Miguel,-12.075644525446698,-77.09670447016998,85.8,2,2,4,False,False,False,23,7.069,2026-08-01,2900.0
LIM-00181,Los Olivos,-11.969771043367686,-77.08432525317703,111.2,4,2,2,True,False,True,6,2.345,2026-05-13,4250.0
LIM-00182,Los Olivos,-11.969722929628704,-77.08863166683304,65.0,2,1,4,False,False,False,23,2.811,2026-03-18,1550.0
LIM-00183,San Borja,-12.109380123107083,-77.01864852177171,100.5,3,1,3,True,True,False,20,0.876,2026-06-02,4700.0
LIM-00184,Surco (Santiago de Surco),-12.139412395454956,-76.97384727938726,41.0,2,1,4,False,False,False,14,4.559,2026-02-18,1600.0
LIM-00185,San Miguel,-12.07572199085982,-77.11935328093072,42.1,1,1,9,False,True,True,28,9.407,2026-07-11,1350.0
LIM-00186,Lince,-12.092826970548366,-77.01897531801227,81.5,3,3,3,False,False,False,14,0.959,2026-08-09,3500.0
LIM-00187,La Molina,-12.05491828610236,-76.95505042813556,96.2,2,2,13,False,True,False,13,6.551,2026-03-08,6550.0
LIM-00188,Miraflores,-12.138011998945585,-77.01516270833456,57.1,2,2,6,True,False,False,12,0.447,2026-07-01,5700.0
LIM-00189,San Miguel,-12.084416832926815,-77.11923048033498,76.7,2,1,10,True,False,False,22,9.705,2026-02-13,2950.0
LIM-00190,Barranco,-12.155468905254923,-77.0242211268226,61.7,2,1,6,True,False,False,7,0.964,2026-07-31,4650.0
LIM-00191,Callao,-12.032114079028105,-77.10065170716369,61.9,1,1,6,False,False,False,15,5.928,2026-03-30,1600.0
LIM-00192,Barranco,-12.16524161579973,-77.0128414852383,41.4,2,2,8,False,True,True,26,0.578,2026-05-04,2850.0
LIM-00193,Miraflores,-12.115988932424166,-77.03344718552829,40.0,1,1,12,False,True,True,4,2.144,2026-02-16,3350.0
LIM-00194,Surquillo,-12.11171927121944,-77.04081572761834,82.3,3,2,2,True,True,False,10,3.011,2026-02-20,3350.0
LIM-00195,Miraflores,-12.117096772343906,-77.04526986226581,65.5,1,1,8,True,False,False,7,3.422,2026-03-27,4100.0
LIM-00196,Miraflores,-12.106263882048669,-77.01273023484129,102.3,3,2,15,True,False,True,9,0.447,2026-03-13,9650.0
LIM-00197,Jesús María,-12.059010047683035,-77.05317889441505,69.7,3,2,6,False,True,False,5,1.987,2026-04-26,3100.0
LIM-00198,Los Olivos,-11.97431148191824,-77.07236188924097,98.6,4,3,3,True,True,False,5,1.058,2026-04-22,3300.0
LIM-00199,Miraflores,-12.118771790606072,-77.02599757874357,72.0,1,1,5,False,False,False,7,1.331,2026-04-25,5350.0
LIM-00200,Surco (Santiago de Surco),-12.157369224385825,-77.01063406695705,96.4,2,1,4,False,False,False,3,0.863,2026-02-22,
LIM-00201,San Miguel,-12.076210883897737,-77.08791251784191,80.4,2,2,11,False,False,False,8,6.215,2026-08-03,2750.0
LIM-00202,Ate,-12.055927873133983,-76.92103538576802,79.8,3,2,5,True,False,False,32,9.934,2026-05-19,1900.0
LIM-00203,San Borja,-12.110536589111526,-76.99507556657309,60.7,2,1,2,False,False,True,2,1.69,2026-08-04,3300.0
LIM-00204,Miraflores,-12.141324462377801,-77.03633661104644,95.8,3,2,13,True,False,False,15,2.245,2026-02-14,6600.0
LIM-00205,San Isidro,-12.092341532559372,-77.05557739272074,141.5,4,2,9,False,False,False,5,4.838,2026-06-22,12900.0
LIM-00206,Barranco,-12.169758824346907,-77.02652847038175,119.0,3,2,7,True,True,False,8,1.343,2026-07-05,8400.0
LIM-00207,Miraflores,-12.119320584718501,-77.0217106685947,62.8,1,1,13,True,True,False,5,0.879,2026-02-20,4650.0
LIM-00208,Lince,-12.09981806711627,-77.02857127893107,53.8,1,1,10,False,False,True,4,1.994,2026-03-20,3000.0
LIM-00209,Miraflores,-12.13129569242163,-77.02902882959198,62.8,3,2,7,False,False,False,10,1.478,2026-07-11,3550.0
LIM-00210,San Borja,-12.094443214769457,-76.98782241776387,85.1,3,2,10,False,False,False,6,2.057,2026-07-29,4150.0
